,id,commonName,borough,latitude,longitude,NbBikes,EmptyDocks,NbDocks
674,BikePoints_309,Embankment (Savoy), Strand,51.509631,-0.119047,2,38,40
675,BikePoints_310,Black Prince Road, Vauxhall,51.490867,-0.116911,7,12,19
676,BikePoints_311,Foley Street, Fitzrovia,51.519181,-0.140485,2,22,24
677,BikePoints_312,Grove End Road, St. John's Wood,51.530889,-0.17677,0,18,18
678,BikePoints_313,Wells Street, Fitzrovia,51.517344,-0.138072,9,27,36
679,BikePoints_314,Tyers Gate, Bermondsey,51.500889,-0.083159,26,11,37
680,BikePoints_315,The Tennis Courts, The Regent's Park,51.525367,-0.153463,3,13,16
681,BikePoints_316,Warwick Row, Westminster,51.497998,-0.14296,11,10,21
682,BikePoints_317,Dickens Square, Borough,51.496791,-0.093913,10,21,31
683,BikePoints_318,Sackville Street, Mayfair,51.510048,-0.138846,12,6,18
684,BikePoints_320,Queen Mother Sports Centre, Victoria,51.493573,-0.139956,21,1,22
685,BikePoints_321,Bermondsey Street, Bermondsey,51.497855,-0.081608,6,18,24
686,BikePoints_322,Palissy Street, Shoreditch,51.526293,-0.073955,6,20,26
687,BikePoints_323,Clifton Street, Shoreditch,51.523196,-0.083067,10,14,24
688,BikePoints_324,Ontario Street, Elephant & Castle,51.49652,-0.101384,13,0,13
689,BikePoints_325,St. Martin's Street, West End,51.509087,-0.129697,2,13,15
690,BikePoints_326,Graham Street, Angel,51.532661,-0.099981,17,8,25
691,BikePoints_327,New North Road 1, Hoxton,51.53095,-0.085603,15,7,22
692,BikePoints_328,New North Road 2, Hoxton,51.53114,-0.086016,12,10,22
693,BikePoints_329,Prince Albert Road, The Regent's Park,51.535892,-0.160854,9,14,23
694,BikePoints_330,Eastbourne Mews, Paddington,51.516417,-0.179135,8,26,34
695,BikePoints_331,Bunhill Row, Moorgate,51.520858,-0.089887,23,11,34
696,BikePoints_333,Palace Gardens Terrace, Notting Hill,51.508605,-0.193764,1,36,37
697,BikePoints_334,Concert Hall Approach 1, South Bank,51.505044,-0.115851,9,0,9
698,BikePoints_335,Tavistock Street, Covent Garden,51.511968,-0.120718,1,32,33
699,BikePoints_336,Concert Hall Approach 2, South Bank,51.504942,-0.115533,6,10,16
700,BikePoints_337,Pembridge Villas, Notting Hill,51.511084,-0.197524,2,14,16
701,BikePoints_615,Finlay Street, Fulham,51.476885,-0.215895,12,11,23
702,BikePoints_616,Aintree Street, Fulham,51.481021,-0.209973,6,18,24
703,BikePoints_617,Elysium Place, Fulham,51.471079,-0.207842,7,14,21
704,BikePoints_618,Eel Brook Common, Walham Green,51.476259,-0.193254,15,9,24
705,BikePoints_619,Irene Road, Parsons Green,51.473763,-0.19701,36,8,44
706,BikePoints_620,Surrey Lane, Battersea,51.47518,-0.16716,23,2,25
707,BikePoints_621,Wandsworth Town Station, Wandsworth,51.460864,-0.187427,27,6,33
708,BikePoints_622,Lansdowne Road, Ladbroke Grove,51.507481,-0.205535,28,1,29
709,BikePoints_623,Nantes Close, Wandsworth,51.46193,-0.180791,19,3,22
710,BikePoints_624,Courland Grove, Wandsworth Road,51.472918,-0.132102,1,31,32
711,BikePoints_625,Queen's Circus, Battersea Park,51.477619,-0.149551,15,9,24
712,BikePoints_626,Normand Park, West Kensington,51.484386,-0.204815,16,7,23
713,BikePoints_627,Holden Street, Battersea,51.46879,-0.15823,13,7,20
714,BikePoints_628,William Morris Way, Sands End,51.468819,-0.184318,24,0,24
715,BikePoints_629,Morie Street, Wandsworth,51.459953,-0.190184,17,9,26
716,BikePoints_630,Clarence Walk, Stockwell,51.470732,-0.126994,22,6,28
717,BikePoints_631,Battersea Park Road, Nine Elms,51.479501,-0.14177,25,0,25
718,BikePoints_632,Sheepcote Lane, Battersea,51.470538,-0.163041,22,4,26
719,BikePoints_633,Vereker Road, West Kensington,51.489591,-0.209378,12,19,31
720,BikePoints_634,Brook Green South, Brook Green,51.494347,-0.215804,25,9,34
721,BikePoints_635,Greyhound Road, Hammersmith,51.486062,-0.214428,19,14,33
722,BikePoints_636,South Park, Sands End,51.467064,-0.193502,11,17,28
723,BikePoints_637,Spencer Park, Wandsworth Common,51.45787,-0.174691,20,4,24
724,BikePoints_638,Falcon Road, Clapham Junction,51.466633,-0.169821,23,5,28
725,BikePoints_639,Coomer Place, West Kensington,51.48357,-0.202038,21,4,25
726,BikePoints_640,Silverthorne Road, Battersea,51.472865,-0.148059,16,8,24
727,BikePoints_641,Archbishop's Park, Waterloo,51.498241,-0.117495,6,17,23
728,BikePoints_642,Fawcett Close, Battersea,51.469161,-0.174485,22,13,35
729,BikePoints_643,All Saints' Road, Portobello,51.519042,-0.204764,7,14,21
730,BikePoints_644,Rainville Road, Hammersmith,51.483732,-0.223852,20,16,36
731,BikePoints_645,Great Suffolk Street, The Borough,51.501732,-0.100292,2,19,21
732,BikePoints_646,Buckingham Gate, Westminster,51.498865,-0.137424,7,9,16
733,BikePoints_647,Richmond Way, Shepherd's Bush,51.500353,-0.217515,0,27,27
734,BikePoints_648,Peterborough Road, Sands End,51.46904,-0.196274,27,2,29
735,BikePoints_649,World's End Place, West Chelsea,51.481805,-0.180274,10,11,21
736,BikePoints_650,St. Mark's Road, North Kensington,51.51687,-0.213872,17,5,22
737,BikePoints_651,Thorndike Close, West Chelsea,51.480898,-0.183853,3,22,25
738,BikePoints_652,Evesham Street, Avondale,51.511486,-0.21819,19,9,28
739,BikePoints_653,Simpson Street, Clapham Junction,51.470847,-0.170703,13,9,22
740,BikePoints_654,Ashmole Estate, Oval,51.482678,-0.117661,23,10,33
741,BikePoints_655,Crabtree Lane, Fulham,51.482944,-0.219346,20,7,27
742,BikePoints_656,Broomhouse Lane, Parsons Green,51.468418,-0.199135,8,21,29
743,BikePoints_657,Blythe Road West, Shepherd's Bush,51.49968,-0.221791,11,10,21
744,BikePoints_658,Ethelburga Estate, Battersea Park,51.477292,-0.164786,6,22,28
745,BikePoints_659,Blackfriars Station, St. Paul's,51.511934,-0.103078,8,27,35
746,BikePoints_660,West Kensington Station, West Kensington,51.49087,-0.206029,13,7,20
747,BikePoints_661,All Saints Church, Portobello,51.51632,-0.202608,35,2,37
748,BikePoints_662,Phene Street, Chelsea,51.484984,-0.167919,5,18,23
749,BikePoints_663,Clarendon Road, Avondale,51.51323,-0.211593,14,10,24
750,BikePoints_664,Austin Road, Battersea Park,51.474376,-0.155442,18,5,23
751,BikePoints_665,Smugglers Way, Wandsworth,51.461083,-0.191722,18,3,21
752,BikePoints_667,Shepherd's Bush Road North, Shepherd's Bush,51.501594,-0.222293,9,25,34
753,BikePoints_668,Ravenscourt Park Station, Hammersmith,51.494223,-0.236769,18,8,26
754,BikePoints_669,Teversham Lane, Stockwell,51.476149,-0.123258,35,4,39
755,BikePoints_670,Ashley Crescent, Battersea,51.467185,-0.152248,20,6,26
756,BikePoints_671,Parsons Green Station, Parsons Green,51.475089,-0.201968,30,22,52
757,BikePoints_673,Hibbert Street, Battersea,51.46517,-0.180389,14,20,34
758,BikePoints_674,Carnegie Street, King's Cross,51.535467,-0.116191,26,13,39
759,BikePoints_675,Usk Road, Clapham Junction,51.463489,-0.182126,4,26,30
760,BikePoints_676,Hartington Road, Stockwell,51.47787,-0.126874,17,18,35
761,BikePoints_677,Heath Road, Battersea,51.468669,-0.146544,20,7,27
762,BikePoints_678,Esmond Street, Putney,51.462312,-0.211468,9,21,30
763,BikePoints_679,Orbel Street, Battersea,51.474535,-0.17021,22,4,26
764,BikePoints_680,Westbridge Road, Battersea,51.477684,-0.170329,23,4,27
765,BikePoints_681,Bishop's Avenue, Fulham,51.473036,-0.214749,1,44,45
766,BikePoints_682,Crisp Road, Hammersmith,51.488108,-0.226606,26,18,44
767,BikePoints_683,Dorothy Road, Clapham Junction,51.465064,-0.16375,23,5,28
768,BikePoints_684,Neville Gill Close, Wandsworth,51.454752,-0.195197,25,6,31
769,BikePoints_685,Osiers Road, Wandsworth,51.46067,-0.198735,7,23,30
770,BikePoints_686,Beryl Road, Hammersmith,51.488144,-0.222456,14,12,26
771,BikePoints_688,Northfields, Wandsworth,51.460951,-0.200667,8,20,28
772,BikePoints_689,Spanish Road, Clapham Junction,51.459225,-0.180884,10,20,30
773,BikePoints_690,Stanley Grove, Battersea,51.470475,-0.15213,14,10,24
774,BikePoints_691,Erin Close, Walham Green,51.479463,-0.195777,19,3,22
775,BikePoints_692,Cadogan Close, Victoria Park,51.542118,-0.028941,13,10,23
776,BikePoints_693,Felsham Road, Putney,51.464786,-0.215618,4,13,17
777,BikePoints_694,Putney Rail Station, Putney,51.460717,-0.216526,8,12,20
778,BikePoints_695,Islington Green, Angel,51.536384,-0.102757,13,8,21
779,BikePoints_696,Charing Cross Hospital, Hammersmith,51.487285,-0.217995,13,7,20
780,BikePoints_697,Charlotte Terrace, Angel,51.536392,-0.112721,7,17,24
781,BikePoints_557,King Edward Street, St Pauls,51.51601,-0.0985,14,5,19
782,BikePoints_120,The Guildhall, Guildhall,51.515735,-0.09308,16,0,16
783,BikePoints_53,Grafton Street, Mayfair,51.509992,-0.143495,3,14,17
784,BikePoints_151,Chepstow Villas, Notting Hill,51.512136,-0.201554,14,9,23
785,BikePoints_427,Cheapside, Bank,51.51397,-0.09294,33,10,43
786,BikePoints_605,Seymour Place, Marylebone,51.520331,-0.163667,6,23,29
